,proto,rate,sttl,sload,dload,smean,dmean,ct_flw_http_mthd,is_sm_ips_ports,attack_cat
94659,80,5.117105,254,49.56016752,0,60,0,0,0,1
94700,113,43.124515,254,111.8564231,5151.941895,60,45,0,0,8
94725,113,86.932837,254,183.2148137,10385.57617,80,45,0,0,8
94734,119,125000.0003,254,10392.30485,0,108,0,0,0,8
94749,119,100000.0025,254,11523.88823,0,166,0,0,0,8
94833,78,4.072643,254,94.13857493,0,272,0,0,0,1
94852,113,75.107777,254,135.4486108,8972.875977,51,45,0,0,8
94859,113,15.008633,254,80.60005367,6407.896484,114,113,5.477225575,0,0
94888,119,250000.0006,254,13190.90596,0,87,0,0,0,8
94971,119,111111.1072,254,8110.349931,0,74,0,0,0,8
95055,113,70.598535,254,212.474493,8434.171875,133,45,0,0,8
95064,113,71.630218,254,117.4168215,12101.29297,45,51,0,0,1
95067,113,81.4487,254,156.5240222,9730.404297,63,45,0,0,1
95100,113,76.858832,254,166.21729,9182.068359,75,45,0,0,8
95104,113,69.562635,254,139.1626325,8310.416016,58,45,0,0,8
95230,108,2.964705,254,46.20160052,0,90,0,0,0,0
95240,11,2.935765,254,45.9755476,0,90,0,0,0,0
95243,8,111111.1072,254,8944.27191,0,90,0,0,0,1
95245,97,10.02539,254,269.6879563,465.35434,994,69,0,0,1
95246,23,111111.1072,254,8944.27191,0,90,0,0,0,1
95249,119,111111.1072,254,7999.99975,0,72,0,0,0,8
95269,13,111111.1072,254,9428.090369,0,100,0,0,0,0
95273,129,200000.0051,254,12000,0,90,0,0,0,0
95289,130,111111.1072,254,9428.090369,0,100,0,0,0,0
95337,89,500000.0013,254,20000,0,100,0,0,0,0
95351,67,125000.0003,254,10000,0,100,0,0,0,0
95352,113,10.058493,254,49.80267214,1467.356567,58,44,0,0,8
95358,68,200000.0051,254,12649.11064,0,100,0,0,0,0
95374,97,45.801386,254,171.6375576,16122.08789,134,220,0,0,1
95392,98,111111.1072,254,9428.090369,0,100,0,0,0,0
95413,40,111111.1072,254,9428.090369,0,100,0,0,0,1
95416,90,111111.1072,254,9428.090369,0,100,0,0,0,1
95417,9,250000.0006,254,14142.13562,0,100,0,0,0,0
95445,54,111111.1072,254,9428.090369,0,100,0,0,0,1
95471,119,125000.0003,254,13000,0,169,0,0,0,8
95509,94,125000.0003,254,10000,0,100,0,0,0,1
95515,47,250000.0006,254,14142.13562,0,100,0,0,0,0
95517,119,500000.0013,254,40199.50248,0,404,0,0,0,9
95522,119,111111.1072,254,7999.99975,0,72,0,0,0,8
95523,10,333333.3215,254,16329.93129,0,100,0,0,0,0
95536,128,125000.0003,254,10000,0,100,0,0,0,0
95552,119,333333.3215,254,19321.83511,0,140,0,0,0,8
95602,113,16.934322,254,103.1468396,2023.087036,131,45,1,0,9
95621,99,37037.03698,254,5443.310574,0,100,0,0,0,1
95655,122,200000.0051,254,12649.11064,0,100,0,0,0,1
95661,119,333333.3215,254,31496.03048,0,372,0,0,0,8
95663,22,200000.0051,254,12649.11064,0,100,0,0,0,1
95672,113,90.31194,254,177.2130714,10789.2666,72,45,0,0,8
95682,105,100000.0025,254,8944.27191,0,100,0,0,0,0
95684,113,25.142178,254,79.97605843,3003.6521,53,45,0,0,8
95693,7,111111.1072,254,9428.090369,0,100,0,0,0,0
95705,113,12.951164,62,46.94065194,3426.014648,46,71,0,0,1
95706,2,111111.1072,254,9428.090369,0,100,0,0,0,0
95729,27,100000.0025,254,8944.27191,0,100,0,0,0,0
95756,113,11.539788,254,76.40533614,1683.451416,119,44,0,0,8
95777,80,166666.6608,254,11547.00515,0,100,0,0,0,0
95812,46,333333.3215,254,16329.93129,0,100,0,0,0,0
95825,119,250000.0006,254,28390.13913,0,403,0,0,0,8
95829,88,100000.0025,254,8944.27191,0,100,0,0,0,1
95914,63,166666.6608,254,11547.00515,0,100,0,0,0,0
95950,78,0.529488,254,16.4650416,0,64,0,0,0,0
95960,121,100000.0025,254,8944.27191,0,100,0,0,0,1
95968,78,1.268596,254,68.19928218,0,458,0,0,0,0
95971,102,111111.1072,254,9428.090369,0,100,0,0,0,0
95989,17,250000.0006,254,14142.13562,0,100,0,0,0,1
95993,113,29.30193,62,85.44944081,117945.6953,93,799,1,0,0
95996,113,28.750614,254,98.90842217,3434.73999,71,45,0,0,8
96000,49,142857.1409,254,10690.44957,0,100,0,0,0,1
96012,113,11.370401,254,46.78106212,1744.353271,45,47,0,0,1
96025,81,111111.1072,254,9428.090369,0,100,0,0,0,0
96037,119,200000.0051,254,13023.05648,0,106,0,0,0,8
96069,120,111111.1072,254,9428.090369,0,100,0,0,0,0
96070,120,111111.1072,254,9428.090369,0,100,0,0,0,1
96082,120,250000.0006,254,14142.13562,0,100,0,0,0,1
96098,113,13.706353,254,63.34998197,1637.452393,61,45,0,0,8
96113,120,111111.1072,254,9428.090369,0,100,0,0,0,0
96125,120,142857.1409,254,10690.44957,0,100,0,0,0,1
96147,120,333333.3215,254,16329.93129,0,100,0,0,0,1
96156,113,15.008633,254,80.60005367,6407.896484,114,113,5.477225575,0,0
96179,120,100000.0025,254,8944.27191,0,100,0,0,0,0
96194,120,100000.0025,254,8944.27191,0,100,0,0,0,0
96278,120,200000.0051,254,12649.11064,0,100,0,0,0,1
96280,119,500000.0013,254,22538.85534,0,127,0,0,0,8
96313,120,111111.1072,254,9428.090369,0,100,0,0,0,0
96357,120,111111.1072,254,9428.090369,0,100,0,0,0,0
96366,120,100000.0025,254,8944.27191,0,100,0,0,0,1
96373,120,250000.0006,254,14142.13562,0,100,0,0,0,0
96379,113,18.930009,254,121.3479308,2761.554199,184,44,0,0,8
96382,113,26.206986,254,70.6734969,4045.125244,45,47,0,0,1
96407,120,111111.1072,254,9428.090369,0,100,0,0,0,1
96444,120,500000.0013,254,20000,0,100,0,0,0,0
96460,113,15.008633,254,80.60005367,6407.896484,114,113,5.477225575,0,0
96461,119,166666.6608,254,12754.08389,0,122,0,0,0,8
96542,113,40.392971,254,178.0079275,198920.75,294,944,1,0,1
96561,120,100000.0025,254,8944.27191,0,100,0,0,0,1
96571,120,100000.0025,254,8944.27191,0,100,0,0,0,1
96572,120,333333.3215,254,16329.93129,0,100,0,0,0,0
96575,120,100000.0025,254,8944.27191,0,100,0,0,0,0
96618,97,100000.0025,254,7797.435476,0,76,0,0,0,1
96632,120,100000.0025,254,8944.27191,0,100,0,0,0,0
96633,120,111111.1072,254,9428.090369,0,100,0,0,0,0
96645,113,37.162369,254,119.6048752,5421.333984,91,44,0,0,8
96652,113,47.229962,254,172.6237441,5642.40625,131,45,1,0,9
96653,120,166666.6608,254,11547.00515,0,100,0,0,0,0
96681,120,0,254,0,0,100,0,0,0,1
96690,120,111111.1072,254,9428.090369,0,100,0,0,0,1
96697,78,25.063075,254,113.2797155,0,64,0,0,0,1
96700,119,166666.6608,254,11075.49836,0,92,0,0,0,8
96702,113,31.285065,254,112.3126826,3737.522461,84,45,0,0,8
96705,120,111111.1072,254,9428.090369,0,100,0,0,0,0
96715,120,100000.0025,254,8944.27191,0,100,0,0,0,0
96729,120,111111.1072,254,9428.090369,0,100,0,0,0,1
96732,120,166666.6608,254,11547.00515,0,100,0,0,0,0
96749,113,29.701587,254,89.64875851,4332.9375,64,44,0,0,8
96812,113,21.458399,254,78.54027132,2563.563232,60,45,0,0,8
96826,119,100000.0025,254,8390.470785,0,88,0,0,0,8
96856,120,111111.1072,254,9428.090369,0,100,0,0,0,1
96881,120,166666.6608,254,11547.00515,0,100,0,0,0,0
96917,120,100000.0025,254,8944.27191,0,100,0,0,0,0
96920,113,15.008633,254,80.60005367,6407.896484,114,113,5.477225575,0,0
96929,120,142857.1409,254,10690.44957,0,100,0,0,0,0
96950,120,111111.1072,254,9428.090369,0,100,0,0,0,0
96963,120,125000.0003,254,10000,0,100,0,0,0,0
96971,113,52.381433,62,125.078327,6257.834961,62,45,1,0,1
96974,120,111111.1072,254,9428.090369,0,100,0,0,0,0
96975,120,111111.1072,254,9428.090369,0,100,0,0,0,1
96991,120,250000.0006,254,14142.13562,0,100,0,0,0,1
96998,120,111111.1072,254,9428.090369,0,100,0,0,0,0
97005,120,100000.0025,254,8944.27191,0,100,0,0,0,0
97013,113,99.866841,254,140.3818245,11451.39746,44,43,0,0,1
97017,119,90909.0902,254,15840.1101,0,345,0,0,0,8
97030,78,2.995312,254,80.73288264,0,272,0,0,0,1
97038,119,100000.0025,254,15414.27909,0,297,0,0,0,8
97040,113,36.687397,254,80.16288045,7368.374023,46,53,0,0,1
97080,113,77.839182,254,185.625463,9299.1875,92,45,2,0,1
97083,113,77.839182,254,185.625463,9299.1875,92,45,2,0,1
97086,119,38.339637,254,62.330436,6441.059082,38,63,0,0,1
97103,97,10.02539,254,269.6879563,465.35434,994,69,0,0,0
97145,113,20.603563,62,83.14506337,10917.46484,79,161,2,0,0
97153,78,2.445628,254,72.9498838,0,272,0,0,0,0
97175,113,37.802802,254,127.0007689,4516.174805,89,45,0,0,8
97183,113,34.497589,254,114.6956017,4121.312012,79,45,0,0,8
97220,119,91.01334,254,157.8012991,6698.582031,57,46,0,0,1
97271,113,27.630325,254,84.79614226,4030.776855,61,44,0,0,8
97273,78,8.114311,254,64.45562306,0,64,0,0,0,1
97299,119,100000.0025,254,16780.94157,0,352,0,0,0,8
97325,78,2.79597,254,99.20591945,0,440,0,0,0,1
97392,113,29.646458,254,71.36490187,5954.256836,45,53,0,0,1
97400,113,52.831968,254,116.6598245,6311.65918,54,45,0,0,8
97437,113,32.864214,254,125.5362793,4794.309082,113,44,0,0,8
97465,119,125000.0003,254,9380.83152,0,88,0,0,0,8
97467,113,77.17161,254,218.97327,9219.43457,129,45,1,0,9
97471,113,65.145732,254,135.8280953,7782.743652,59,45,0,0,8
97486,113,34.566547,254,94.67260609,5042.648926,61,44,0,0,8
97513,113,19.364109,254,81.2360024,2313.365479,71,45,0,0,8
97549,119,500000.0013,254,16852.29955,0,71,0,0,0,8
97682,113,31.123106,62,104.1065034,13972.44336,82,136,2,0,0
97685,113,34.449186,62,103.7431992,15781.35352,82,121,1,0,0
97686,113,15.617191,254,57.32713486,4253.308105,55,71,0,0,1
97688,113,19.762433,62,81.82894996,10025.36621,80,154,1,0,0
97692,113,24.099254,62,91.97964916,10501.60449,83,132,1,0,0
97700,113,20.667225,62,78.76876637,8980.453125,79,115,1,0,0
97702,113,49.160795,62,131.1947503,23481.50977,83,145,1,0,0
97720,113,21.992268,62,82.6668501,9500.660156,82,114,1,0,0
97723,113,21.504548,62,80.34856316,9570.65625,79,117,1,0,0
97725,113,25.668242,62,93.77439787,11463.13477,81,136,2,0,0
97728,113,26.505347,62,94.70038072,11687.29883,80,134,1,0,0
97735,113,17.16681,62,76.74128997,8078.498535,81,143,1,0,0
97743,113,20.010476,62,82.28367709,10019.36328,80,152,1,0,0
97748,113,12.965018,62,62.47521579,6507.074219,79,132,1,0,0
97751,113,15.562074,254,121.6095547,16311.23731,233,277,1,0,1
97755,113,18.320406,62,78.40303027,9707.660156,79,161,1,0,0
97765,113,22.168901,62,87.68521413,9848.208008,82,135,1,0,0
97770,113,21.541412,62,80.64266098,9441.941406,80,116,1,0,0
97786,113,13.482846,62,63.5321838,6806.708496,79,133,1,0,0
97813,119,500000.0013,254,20000,0,100,0,0,0,8
97837,119,30303.03007,254,8738.628725,0,315,0,0,0,8
97879,113,48.508523,254,114.6410754,5795.151367,56,45,0,0,8
97903,113,18.137716,254,73.46961399,2166.852539,62,45,0,0,1
97938,113,28.801624,62,93.571862,15001.09863,80,137,2,0,0
97970,119,125000.0003,254,14422.2051,0,208,0,0,0,8
97980,119,500000.0013,254,21908.9023,0,120,0,0,0,8
98007,97,90909.0902,254,15255.40114,0,320,0,0,0,1
98014,113,23.836018,62,85.8872552,12485.05566,82,138,2,0,0
98041,119,100000.0025,254,8532.291603,0,91,0,0,0,8
98049,113,52.814672,254,130.2191662,6309.592773,67,45,0,0,8
98097,97,250000.0006,254,10198.03903,0,52,0,0,0,1
98116,119,100000.0025,254,16198.76539,0,328,0,0,0,8
98120,113,32.326951,62,106.3872,14467.26172,83,136,1,0,0
98131,78,1.22461,254,51.62123076,0,272,0,0,0,0
98193,113,38.956604,254,88.2684587,9056.264648,47,71,0,0,1
98199,113,25.173066,62,92.28965738,10933.99512,80,132,2,0,0
98208,113,25.532349,62,102.3311633,3050.264648,85,45,1,0,1
98213,113,13.497127,62,65.15521207,5893.271973,83,115,2,0,0
98222,113,23.485658,62,89.76058379,10676.30371,81,138,1,0,0
98251,78,1.226925,254,51.66998976,0,272,0,0,0,0
98257,113,10.523357,62,57.08970036,5139.406738,74,142,1,0,0
98271,113,22.082854,62,81.42177455,9530.495117,79,114,1,0,0
98274,78,1.005012,254,46.76436945,0,272,0,0,0,1
98275,113,24.44207,254,112.5065927,2920.012695,108,45,0,0,8
98291,113,31.95633,62,104.1999655,14135.97656,80,134,1,0,0
98299,113,15.008633,254,80.60005367,6407.896484,114,113,5.477225575,0,0
98304,113,27.370969,62,98.09027053,12983.5,83,144,1,0,0
98331,113,27.393809,254,107.7049917,3272.646973,88,45,1,0,1
98376,113,42.35984,254,131.635854,5060.588867,85,45,1,0,1
98391,119,100000.0025,254,10881.17641,0,148,0,0,0,8
98440,78,1.226925,254,51.66998976,0,272,0,0,0,1
98448,119,250000.0006,254,13416.40786,0,90,0,0,0,8
98511,119,4.924997,254,36.70802702,362.479797,57,46,0,0,1
98516,119,100000.0025,254,12000,0,180,0,0,0,8
98520,78,2.995312,254,80.73288264,0,272,0,0,0,0
98560,113,1.88539,62,24.46011282,757.747253,76,117,1,0,0
98622,113,31.123106,62,104.1065034,13972.44336,82,136,2,0,0
98646,119,200000.0051,254,12457.9292,0,97,0,0,0,8
98670,113,8.584117,62,50.97772568,3795.083252,80,117,2,0,0
98687,113,33.908957,254,75.95422269,9096.642578,46,72,0,0,1
98690,113,17.793724,62,78.3440367,7795.744629,81,133,1,0,0
98691,113,49.037237,254,119.8253001,5858.31543,61,45,0,0,8
98700,113,34.828857,62,110.13009,15980.29883,82,139,1,0,0
98728,78,2.445628,254,72.9498838,0,272,0,0,0,1
98734,113,9.88379,62,58.74680427,4325.611816,82,133,2,0,0
98737,119,166666.6608,254,20493.90153,0,315,0,0,0,8
98741,119,100000.0025,254,9919.677414,0,123,0,0,0,8
98791,113,8.975045,254,70.53610625,1309.300659,131,44,1,0,9
98806,119,71428.57045,254,7964.205673,0,111,0,0,0,8
98863,113,57.682326,254,139.2166,6891.115234,70,45,0,0,8
98884,113,38.743672,254,123.2376547,4628.577148,82,45,2,0,9
98895,113,20.466612,254,74.46534363,2445.077881,56,45,0,0,8
98900,113,34.381845,254,121.407163,5015.70459,101,44,0,0,8
98975,113,22.234081,254,110.5008307,3243.560059,130,44,1,0,9
98981,113,18.402289,254,66.38324234,2198.460205,50,45,0,0,8
98990,113,10.629906,62,56.5699667,5446.987305,79,135,1,0,0
98991,113,32.423441,62,104.7404717,17623.09375,80,165,1,0,0
99002,113,41.88327,62,120.6060259,19039.64258,82,138,1,0,0
99027,113,30.365384,62,101.9942314,16633.08594,81,166,1,0,0
99053,113,26.515145,62,94.58605333,11704.09668,80,134,1,0,0
99102,119,111111.1072,254,7999.99975,0,72,0,0,0,8
99111,119,333333.3215,254,13759.84477,0,71,0,0,0,8
99112,113,16.133374,62,70.66013368,7988.567383,82,131,2,0,0
99115,78,1.005012,254,46.76436945,0,272,0,0,0,0
99201,113,18.126078,254,82.37962928,2165.462158,78,45,0,0,8
99218,113,33.724236,254,128.4266343,4028.922119,102,45,0,0,8
99221,113,46.682725,254,112.2413085,5577.029785,56,45,0,0,8
99241,113,38.743672,254,123.2376547,4628.577148,82,45,2,0,9
99255,45,333333.3215,254,15491.93287,0,90,0,0,0,1
99262,50,250000.0006,254,13416.40786,0,90,0,0,0,0
99283,113,81.695344,254,150.3770976,9759.870117,58,45,0,0,8
99298,4,41666.66519,254,5477.225392,0,90,0,0,0,1
99308,23,200000.0051,254,12000,0,90,0,0,0,0
99331,86,111111.1072,254,8944.27191,0,90,0,0,0,0
99341,13,125000.0003,254,10000,0,100,0,0,0,1
99369,130,111111.1072,254,9428.090369,0,100,0,0,0,0
99386,65,250000.0006,254,14142.13562,0,100,0,0,0,1
99395,66,1000000.003,254,28284.27125,0,100,0,0,0,0
99407,58,166666.6608,254,11547.00515,0,100,0,0,0,1
99427,113,7.735312,62,49.0269975,3488.218506,82,119,1,0,0
99439,113,56.848584,254,106.6288741,13215.62402,47,71,0,0,1
99442,100,111111.1072,254,9428.090369,0,100,0,0,0,0
99458,113,8.526835,62,51.19953928,3712.827637,73,127,1,0,0
99462,78,1.38143,254,26.59496751,0,64,0,0,0,1
99477,97,250000.0006,254,10198.03903,0,52,0,0,0,0
99479,115,142857.1409,254,10690.44957,0,100,0,0,0,0
99501,113,2.015385,62,24.75231553,953.807617,80,125,1,0,0
99521,119,125000.0003,254,11832.15957,0,140,0,0,0,8
99533,113,20.538098,62,84.45567324,9829.291992,82,145,2,0,0
99534,69,125000.0003,254,10000,0,100,0,0,0,0
99546,9,500000.0013,254,20000,0,100,0,0,0,0
99560,78,1.22461,254,51.62123076,0,272,0,0,0,1
99565,111,100000.0025,254,8944.27191,0,100,0,0,0,0
99587,114,333333.3215,254,16329.93129,0,100,0,0,0,0
99590,119,111111.1072,254,6733.003193,0,51,0,0,0,8
99599,113,64.548612,254,157.8745422,7711.407715,80,45,0,0,8
99604,113,25.668242,62,93.77439787,11463.13477,81,136,2,0,0
99608,3,111111.1072,254,9428.090369,0,100,0,0,0,0
99620,93,111111.1072,254,9428.090369,0,100,0,0,0,0
99635,113,58.608628,254,134.0645833,7001.777344,64,45,0,0,8
99643,119,200000.0051,254,11099.54954,0,77,0,0,0,8
99646,119,111111.1072,254,8692.269669,0,85,0,0,0,8
99657,119,250000.0006,254,24979.99199,0,312,0,0,0,8
99681,127,333333.3215,254,16329.93129,0,100,0,0,0,1
99693,60,250000.0006,254,14142.13562,0,100,0,0,0,0
99700,126,500000.0013,254,20000,0,100,0,0,0,1
99704,99,111111.1072,254,9428.090369,0,100,0,0,0,0
99711,122,111111.1072,254,9428.090369,0,100,0,0,0,1
99712,124,142857.1409,254,10690.44957,0,100,0,0,0,0
99724,76,333333.3215,254,16329.93129,0,100,0,0,0,1
99745,119,250000.0006,254,27202.94102,0,370,0,0,0,8
99773,113,50.81163,254,120.6335408,6070.295898,60,45,0,0,8
99782,113,19.311049,254,62.14668101,4489.250977,47,71,0,0,1
99796,113,24.066571,254,73.65384025,3510.887939,53,44,0,0,8
99826,113,41.962979,254,114.0765531,6121.658203,73,44,0,0,8
99865,113,7.526601,62,48.26266582,3707.841064,82,130,1,0,0
99929,119,58823.52838,254,13771.24018,0,403,0,0,0,8
99989,113,31.600688,254,79.21821067,42040.06641,47,404,0,0,1
100063,119,125000.0003,254,10535.65375,0,111,0,0,0,8
100069,32,111111.1072,254,8326.663678,0,78,0,0,0,1
100076,113,1.587116,62,22.33400819,633.637207,75,116,1,0,0
100086,113,21.325085,254,73.65528876,2547.636719,53,45,0,0,8
100134,113,32.539232,254,99.71955304,3887.353516,64,45,0,0,8
100199,120,111111.1072,254,9428.090369,0,100,0,0,0,1
100200,113,16.907533,254,66.63121819,2466.510742,62,44,0,0,1
100233,97,15.632001,254,56.28575035,1709.098755,76,41,0,0,1
100260,113,12.532834,254,53.15118381,1828.319336,53,44,0,0,8
100278,119,111111.1072,254,7601.169384,0,65,0,0,0,8
100292,113,31.071918,254,129.9482694,3712.058594,113,45,0,0,8
100300,119,90909.0902,254,15135.74947,0,315,0,0,0,8
100359,113,36.085298,62,110.7271906,19358.70117,80,163,2,0,0
100360,113,36.085298,62,110.7271906,19358.70117,80,163,2,0,0
100391,119,100000.0025,254,7848.566748,0,77,0,0,0,8
100403,113,14.234876,254,52.34305037,2183.797363,45,47,0,0,1
100446,113,6.287369,254,33.06569721,1088.045654,46,46,0,0,1
100501,119,142857.1409,254,11661.90379,0,119,0,0,0,8
100503,119,142857.1409,254,8141.603773,0,58,0,0,0,8
100504,119,111111.1072,254,10498.67687,0,124,0,0,0,8
100525,120,30303.03007,254,4923.659615,0,100,0,0,0,0
100595,113,52.515308,254,168.6899372,6273.828613,113,45,0,0,8
100638,113,18.711361,254,72.45108802,2235.383789,58,45,0,0,8
100651,113,8.994223,254,40.11848145,2215.419189,47,65,0,0,1
100653,120,111111.1072,254,9428.090369,0,100,0,0,0,1
100731,113,10.922972,254,86.48134734,1593.468872,162,44,1,0,1
100807,120,1000000.003,254,28284.27125,0,100,0,0,0,1
100835,120,166666.6608,254,11547.00515,0,100,0,0,0,1
100839,113,16.83054,254,53.51108101,3473.823486,46,55,0,0,1
100840,113,9.128365,254,44.16161558,1331.667358,50,44,0,0,8
100845,113,5.879702,62,48.45400424,4020.693604,104,179,2,0,9
100849,119,333333.3215,254,16165.80737,0,98,0,0,0,8
100853,113,10.401147,254,66.9955288,1517.343872,102,44,0,0,8
100864,113,31.559563,254,84.34392078,4603.983398,53,44,0,0,8
100869,119,333333.3215,254,31706.99153,0,377,0,0,0,8
100873,113,10.59264,254,51.88233429,1545.279175,60,44,0,0,8
100912,119,111111.1072,254,14173.52744,0,226,0,0,0,8
101014,119,166666.6608,254,10198.03903,0,78,0,0,0,8
101031,113,83.42642,254,65.58065093,750317.3125,46,1311,1,0,9
101098,120,250000.0006,254,14142.13562,0,100,0,0,0,1
101188,120,111111.1072,254,9428.090369,0,100,0,0,0,0
101229,113,36.274204,254,132.3922026,4333.558105,101,45,1,0,9
101243,113,17.428239,62,73.78516111,7927.358887,75,133,1,0,0
101364,120,29411.76419,254,4850.712525,0,100,0,0,0,1
101395,119,111111.1072,254,7659.416688,0,66,0,0,0,8
101482,107,111111.1072,254,9428.090369,0,100,0,0,0,0
101496,121,111111.1072,254,9428.090369,0,100,0,0,0,0
101526,113,59.812819,254,117.9182839,9429.31543,55,48,0,0,1
101529,113,84.368252,254,173.1115349,10079.19336,74,45,0,0,8
101546,119,111111.1072,254,12220.20163,0,168,0,0,0,8
101633,113,13.924055,62,66.13334364,7592.274414,83,144,1,0,0
101670,70,500000.0013,254,20000,0,100,0,0,0,1
101692,119,111111.1072,254,10666.66658,0,128,0,0,0,8
101698,26,111111.1072,254,9428.090369,0,100,0,0,0,0
101783,78,0.955334,254,18.54508962,0,45,0,0,0,0
101789,32,111111.1072,254,8326.663678,0,78,0,0,0,0
101811,113,16.133374,62,70.66013368,7988.567383,82,131,2,0,0
101824,80,111111.1072,254,9428.090369,0,100,0,0,0,1
101844,96,111111.1072,254,9428.090369,0,100,0,0,0,1
101845,113,3.957931,62,34.63925594,2058.124023,80,137,1,0,0
101849,119,71428.57045,254,8944.27191,0,140,0,0,0,8
101850,113,20.538098,62,84.45567324,9829.291992,82,145,2,0,0
101858,1,250000.0006,254,14142.13562,0,100,0,0,0,0
101875,104,111111.1072,254,9428.090369,0,100,0,0,0,0
101880,113,12.283926,254,76.10165513,1467.519653,98,45,0,0,8
101920,79,250000.0006,254,14142.13562,0,100,0,0,0,1
101930,113,34.699329,254,147.5243028,4145.413086,131,45,1,0,9
102005,113,23.836018,62,85.8872552,12485.05566,82,138,2,0,0
102018,113,80.883463,254,155.9799541,9662.87793,63,45,0,0,1
102029,7,250000.0006,254,14142.13562,0,100,0,0,0,0
102033,119,250000.0006,254,18384.77631,0,169,0,0,0,8
102042,48,111111.1072,254,9428.090369,0,100,0,0,0,0
102091,26,111111.1072,254,9428.090369,0,100,0,0,0,1
102096,113,9.744459,254,40.91448989,1879.14209,45,51,0,0,1
102105,27,333333.3215,254,16329.93129,0,100,0,0,0,0
102181,113,9.172278,254,54.49458384,1338.073486,76,44,0,0,8
102212,113,63.525136,254,199.267271,7589.13623,130,45,1,0,9
102228,78,35.837624,254,113.5849678,0,45,0,0,0,0
102274,104,111111.1072,254,9428.090369,0,100,0,0,0,1
102290,113,32.40027,254,120.5428072,4726.627441,106,44,1,0,1
102303,119,100000.0025,254,17251.08692,0,372,0,0,0,8
102361,85,111111.1072,254,9428.090369,0,100,0,0,0,1
102429,119,76923.07779,254,5817.744924,0,55,0,0,0,8
102447,103,166666.6608,254,11547.00515,0,100,0,0,0,1
102474,45,333333.3215,254,15491.93287,0,90,0,0,0,0
102486,59,111111.1072,254,9428.090369,0,100,0,0,0,1
102506,17,111111.1072,254,9428.090369,0,100,0,0,0,0
102507,81,111111.1072,254,9428.090369,0,100,0,0,0,1
102528,95,142857.1409,254,10690.44957,0,100,0,0,0,1
102557,23,200000.0051,254,12000,0,90,0,0,0,1
102569,97,1.202649,254,30.8265688,189.463394,117,256,0,0,0
102590,81,111111.1072,254,9428.090369,0,100,0,0,0,0
102591,120,111111.1072,254,9428.090369,0,100,0,0,0,0
102651,113,3.139402,254,39.27301556,457.983368,116,44,1,0,1
102665,129,250000.0006,254,13416.40786,0,90,0,0,0,0
102666,120,333333.3215,254,16329.93129,0,100,0,0,0,1
102667,90,142857.1409,254,10690.44957,0,100,0,0,0,0
102669,78,0.357933,254,17.58562774,0,108,0,0,0,1
102713,120,111111.1072,254,9428.090369,0,100,0,0,0,1
102718,120,111111.1072,254,9428.090369,0,100,0,0,0,1
102758,78,0.533939,254,21.4784374,0,108,0,0,0,0
102760,120,200000.0051,254,12649.11064,0,100,0,0,0,0
102778,120,200000.0051,254,12649.11064,0,100,0,0,0,1
102795,113,8.584117,62,50.97772568,3795.083252,80,117,2,0,0
102803,120,111111.1072,254,9428.090369,0,100,0,0,0,1
102808,120,166666.6608,254,11547.00515,0,100,0,0,0,1
102822,120,142857.1409,254,10690.44957,0,100,0,0,0,1
102839,120,111111.1072,254,9428.090369,0,100,0,0,0,1
102854,120,333333.3215,254,16329.93129,0,100,0,0,0,1
102858,113,10.844375,254,54.40474671,1582.00293,64,44,0,0,8
102879,78,0.493117,254,20.64105303,0,108,0,0,0,0
102882,120,111111.1072,254,9428.090369,0,100,0,0,0,1
102904,113,28.801624,62,93.571862,15001.09863,80,137,2,0,0
102922,120,200000.0051,254,12649.11064,0,100,0,0,0,1
102958,120,333333.3215,254,16329.93129,0,100,0,0,0,0
103013,120,333333.3215,254,16329.93129,0,100,0,0,0,0
103045,113,37.923031,62,80.32416623,9283.557617,46,66,0,0,1
103083,120,111111.1072,254,9428.090369,0,100,0,0,0,1
103121,113,59.513181,254,143.8565841,7109.841309,72,45,0,0,8
103125,120,100000.0025,254,8944.27191,0,100,0,0,0,1
103130,120,100000.0025,254,8944.27191,0,100,0,0,0,1
103141,113,79.924553,254,166.7106225,9548.320312,72,45,0,0,8
103157,113,80.415585,254,166.708209,9606.981445,72,45,0,0,8
103158,119,250000.0006,254,11916.37529,0,71,0,0,0,8
103164,113,83.818083,254,159.7667061,10013.4668,63,45,0,0,8
103171,119,200000.0051,254,16780.94157,0,176,0,0,0,8
103175,113,28.345957,254,98.20990057,3386.396973,71,45,0,0,8
103196,119,125000.0003,254,8062.257748,0,65,0,0,0,8
103223,113,75.522204,254,72.16742821,646870.0625,50,1297,1,0,9
103235,120,250000.0006,254,14142.13562,0,100,0,0,0,1
103270,19,100000.0025,254,8944.27191,0,100,0,0,0,0
103304,120,111111.1072,254,9428.090369,0,100,0,0,0,1
103320,120,111111.1072,254,9428.090369,0,100,0,0,0,1
103335,113,80.011942,254,68.41225633,710980.5625,49,1310,2,0,9
103362,65,250000.0006,254,14142.13562,0,100,0,0,0,0
103371,120,111111.1072,254,9428.090369,0,100,0,0,0,1
103398,97,10.738601,254,85.55367125,3711.260498,142,216,0,0,1
103402,120,142857.1409,254,10690.44957,0,100,0,0,0,0
103413,78,3.964905,254,92.88505161,0,272,0,0,0,1
103419,61,100000.0025,254,8944.27191,0,100,0,0,0,0
103494,100,111111.1072,254,9428.090369,0,100,0,0,0,1
